puM-eka	a	i 	u	f	E	o	O	c	j	t	d	D	n	S	s	h	tfc	at	in	vat	mat	vas	Iyas	A	I	U
puM-eka	rAma	hari	guru	pitf	rE	go	glO	payomuc	vaRij	marut	suhft	buD	Atman 	tAdfS	candramas	anaquh	kartf	Bavat	karin	Bagavat	DImat	vidvas	Sreyas	viSvapA	grAmaRI	svaBU

puM-dvi	a	i 	u	f	E	o	O	c	j	t	d	D	n	S	s	h	tfc	at	in	vat	mat	vas	Iyas	A	I	U
puM-dvi	rAma	hari	guru	pitf	rE	go	glO	payomuc	vaRij	marut	suhft	buD	Atman 	tAdfS	candramas	anaquh	kartf	Bavat	karin	Bagavat	DImat	vidvas	Sreyas	viSvapA	grAmaRI	svaBU

puM-bahu	a	i 	u	f	E	o	O	c	j	t	d	D	n	S	s	h	tfc	at	in	vat	mat	vas	Iyas	A	I	U
puM-bahu	rAma	hari	guru	pitf	rE	go	glO	payomuc	vaRij	marut	suhft	buD	Atman 	tAdfS	candramas	anaquh	kartf	Bavat	karin	Bagavat	DImat	vidvas	Iyas	viSvapA	grAmaRI	svaBU																				

strI-eka	A	i	I	u	U	f	E	o	O	c	j	t	d	D	n	p	B	r	v	S	z	s	h
strI-eka	ramA	mati	nadI	Denu	vaDU	svasf	rE	go	nO	vAc	sraj	sarit	Apad	samiD	sIman	ap	kakuB	gir	div	diS	prAvfz	BAs	upAnah

strI-dvi	A	i	I	u	U	f	E	o	O	c	j	t	d	D	n	p	B	r	v	S	z	s	h
strI-dvi	A	i	I	u	U	f	E	o	O	c	j	t	d	D	n	p	B	r	v	S	z	s	h

strI-bahu	A	i	I	u	U	f	E	o	O	c	j	t	d	D	n	p	B	r	v	S	z	s	h
strI-bahu	ramA	mati	nadI	Denu	vaDU	svasf	rE	go	nO	vAc	sraj	sarit	Apad	samiD	sIman	ap	kakuB	gir	div	diS	prAvfz	BAs	upAnah

napuM-eka	a	i 	u	f	c	j	t	d	n	S	z	s	h	tfc	at	in	vat	mat	vas	Iyas
napuM-eka	Pala	vAri	maDu	dAtf	suvAc	asfj	jagat	tudat	nAman	tAdfS	haviz	manas	amBoruh

napuM-dvi	a	i 	u	f	c	j	t	d	n	S	z	s	h	tfc	at	in	vat	mat	vas	Iyas
napuM-dvi	Pala	vAri	maDu	dAtf	suvAc	asfj	jagat	tudat	nAman	tAdfS	haviz	manas	amBoruh

napuM-bahu	a	i 	u	f	c	j	t	d	n	S	z	s	h	tfc	at	in	vat	mat	vas	Iyas
napuM-bahu	Pala	vAri	maDu	dAtf	suvAc	asfj	jagat	tudat	nAman	tAdfS	haviz	manas	amBoruh

